label,array_size,working_set_bytes,ntimes,copy_min,copy_med,copy_max,scale_min,scale_med,scale_max,add_min,add_med,add_max,triad_min,triad_med,triad_max,cpu_freq_mhz,temp_c
430.54M,18810538,451452928,5,12152.5,13001.9,13492.0,11521.2,11541.5,11544.7,9690.9,10080.0,10223.6,9785.9,9905.3,10222.9,2,56.0
456.14M,19929088,478298112,5,10536.8,11402.3,12380.3,11489.8,11507.6,11552.7,9134.8,9751.2,10287.4,8972.3,9386.1,10190.4,2,56.0
483.26M,21114112,506738688,5,12056.1,12072.0,12552.5,11527.1,11553.6,11561.0,10040.2,10126.5,10137.2,10016.0,10065.1,10145.9,2,55.0
512.00M,22369621,536870912,5,12233.4,12293.9,13271.8,11517.7,11532.6,11557.2,10062.4,10188.4,10331.4,9423.4,10193.7,10398.0,2,55.0
542.45M,23699797,568795136,5,11227.8,11788.0,12003.7,11441.2,11518.0,11533.8,9525.0,9557.2,10207.4,8962.1,9371.9,10124.5,2,56.0
574.70M,25109034,602616832,5,11223.2,11931.8,12778.6,11312.2,11433.7,11449.0,9243.5,9489.9,9614.5,9502.6,9519.6,9523.0,2,56.0
608.87M,26602112,638450688,5,10746.4,11157.7,11607.5,11321.3,11408.4,11468.9,9295.6,9312.6,9345.3,9216.7,9240.6,9275.2,2,56.0
645.08M,28183936,676414464,5,11444.7,11745.1,12118.5,11139.7,11263.7,11476.7,8016.1,9207.2,9682.4,9063.6,9188.4,9690.6,2,56.0
683.44M,29859882,716637184,5,11354.7,11884.2,12206.4,11502.5,11518.0,11540.9,9984.9,10109.9,10151.1,9982.5,10078.8,10105.4,2,56.0
724.08M,31635413,759249920,5,12449.4,12771.0,13023.8,10900.1,11424.3,11483.5,9463.4,9791.5,10189.5,8771.8,9603.7,10232.5,2,56.0
767.13M,33516544,804397056,5,12002.4,12756.0,13454.3,11455.5,11508.3,11585.9,10067.3,10176.7,10414.1,10115.3,10190.4,10496.2,2,55.0
812.75M,35509546,852229120,5,10566.6,12931.9,13554.6,11512.4,11517.4,11544.5,9865.8,10221.2,10438.7,9055.9,9269.1,10380.4,2,56.0
861.08M,37621077,902905856,5,12747.5,13036.6,13173.5,11535.1,11549.0,11554.4,9593.6,10249.0,10263.9,9272.9,9282.8,10316.2,2,55.0
912.28M,39858133,956595200,5,12640.8,13284.1,13411.5,11517.4,11533.0,11561.7,10089.9,10262.9,10335.4,9858.8,9913.9,10384.8,2,55.0
966.53M,42228224,1013477376,5,11412.1,12794.0,13021.1,11538.4,11539.7,11554.5,9614.0,10136.5,10270.2,9387.9,10003.0,10420.3,2,55.0
1.00G,44739242,1073741824,5,11487.3,11960.4,12044.9,10893.4,11369.4,11483.4,9040.1,9562.0,9597.4,9097.0,9498.8,9665.2,2,55.0
1.06G,47399594,1137590272,5,11520.3,11726.6,13734.3,10966.9,11035.7,11405.3,8816.5,9175.5,10071.1,8651.4,8986.9,10183.5,2,56.0
1.12G,50218112,1205234688,5,11944.2,12338.0,13118.6,11330.6,11395.2,11496.6,8662.5,9555.4,9979.6,8352.6,9482.1,10042.6,2,56.0
1.19G,53204224,1276901376,5,12013.5,13135.2,13306.0,11521.7,11526.4,11541.7,9563.4,10344.5,10371.8,10173.1,10365.5,10392.5,2,56.0
1.26G,56367914,1352829952,5,11900.9,12673.9,12782.6,11533.4,11539.9,11541.8,10118.2,10261.4,10321.7,9778.0,10241.8,10282.4,2,55.0
1.33G,59719722,1433273344,5,10591.3,12310.7,12896.7,11466.6,11481.7,11548.1,9514.6,9625.8,10151.2,9275.6,9761.3,10205.7,2,55.0
1.41G,63270826,1518499840,5,11930.0,11964.3,12054.2,11171.2,11327.3,11499.4,9399.6,9511.6,10300.4,9355.6,9476.7,10151.8,2,55.0
1.50G,67033130,1608795136,5,11704.9,11803.5,12523.0,11367.0,11417.3,11470.3,8900.5,9615.3,9944.6,8545.6,8853.2,9563.7,2,55.0
1.59G,71019136,1704459264,5,11988.0,12538.2,12692.5,11454.5,11528.7,11549.4,9685.6,9698.7,10168.8,9380.8,9461.4,10197.3,2,55.0
1.68G,75242154,1805811712,5,11958.4,12827.9,13108.7,11502.2,11529.5,11542.4,9384.2,10426.9,10432.2,9250.7,10236.6,10470.2,2,56.0
1.78G,79716266,1913190400,5,12136.4,12536.8,12626.9,11536.1,11539.5,11547.9,9708.4,10251.2,10420.8,10101.5,10128.4,10423.4,2,55.0
1.89G,84456448,2026954752,5,11355.2,12112.8,12609.9,11233.8,11474.4,11549.1,9044.4,9524.5,9961.8,8603.0,9514.6,10041.8,2,56.0
2.00G,89478485,2147483648,5,11573.7,11877.9,13192.4,11380.1,11467.8,11505.4,9532.3,9857.5,9949.4,9572.2,9687.2,9775.6,2,55.0
